0.97,0.309,0.085,0.105,0.185,0.066,0.273,0.139,0.573,0.317,0.182,0.366
1.0,0.619,0.18,0.538,0.38,0.333,0.41,0.522,0.546,0.76,0.597,0.656
1.0,0.66,0.721,0.364,0.48,0.331,0.24,0.612,0.529,0.757,0.583,0.637
0.9,0.814,0.412,0.439,0.769,0.323,0.029,0.473,0.849,0.721,0.414,0.272
1.0,0.555,0.633,0.434,0.718,0.117,0.075,0.544,0.804,0.613,0.648,0.294
0.498,0.182,0.697,0.695,0.749,0.357,0.098,0.574,0.439,0.632,0.67,0.554
0.367,0.346,0.646,0.687,0.763,0.485,0.337,0.701,0.349,0.618,0.457,0.551
0.49,0.762,0.762,0.232,0.745,0.351,0.646,0.809,0.372,0.612,0.364,0.623
0.584,0.775,0.679,0.668,0.497,0.468,0.421,0.522,0.666,0.769,0.659,0.369
0.486,0.551,0.479,0.715,0.618,0.578,0.428,0.786,0.693,0.754,0.314,0.742
0.575,0.169,0.625,0.518,0.305,0.392,0.317,0.837,0.543,0.775,0.451,0.561
0.478,0.548,0.409,0.491,0.606,0.183,0.525,0.471,0.56,0.67,0.333,0.643
0.564,0.702,0.79,0.592,0.715,0.556,0.398,0.802,0.528,0.607,0.44,0.34
0.672,0.764,0.762,0.381,0.607,0.555,0.376,0.39,0.698,0.581,0.662,0.344
0.387,0.791,0.742,0.182,0.646,0.569,0.434,0.688,0.576,0.581,0.66,0.485
0.482,0.623,0.696,0.578,0.655,0.49,0.344,0.512,0.527,0.634,0.316,0.486
