0.959,0.291,0.08,0.094,0.177,0.065,0.264,0.137,0.554,0.323,0.178,0.353
1.0,0.605,0.167,0.529,0.354,0.318,0.394,0.517,0.536,0.756,0.593,0.647
1.0,0.651,0.718,0.334,0.472,0.333,0.224,0.563,0.529,0.752,0.573,0.634
0.9,0.805,0.405,0.408,0.769,0.327,0.025,0.463,0.849,0.703,0.407,0.266
1.0,0.522,0.631,0.388,0.713,0.12,0.07,0.543,0.798,0.603,0.641,0.287
0.499,0.126,0.681,0.677,0.74,0.348,0.088,0.575,0.441,0.623,0.665,0.533
0.363,0.342,0.636,0.674,0.762,0.481,0.321,0.694,0.344,0.612,0.457,0.543
0.463,0.758,0.749,0.209,0.727,0.356,0.635,0.81,0.365,0.61,0.363,0.616
0.57,0.769,0.66,0.652,0.447,0.468,0.416,0.519,0.664,0.766,0.661,0.358
0.482,0.546,0.469,0.703,0.618,0.582,0.422,0.781,0.688,0.75,0.313,0.736
0.555,0.166,0.624,0.492,0.294,0.389,0.308,0.836,0.539,0.778,0.448,0.549
0.46,0.535,0.376,0.461,0.589,0.181,0.514,0.469,0.553,0.663,0.333,0.616
0.553,0.695,0.786,0.601,0.71,0.545,0.392,0.801,0.518,0.606,0.439,0.337
0.665,0.754,0.759,0.359,0.6,0.548,0.355,0.384,0.685,0.58,0.657,0.336
0.386,0.782,0.737,0.176,0.641,0.535,0.416,0.67,0.569,0.572,0.652,0.47
0.476,0.612,0.686,0.559,0.646,0.482,0.334,0.507,0.519,0.628,0.314,0.477
