0.959,0.291,0.08,0.094,0.177,0.065,0.264,0.137,0.554,0.323,0.178,0.353
0.906,0.614,0.147,0.517,0.321,0.266,0.395,0.507,0.533,0.741,0.562,0.688
1.0,0.675,0.752,0.354,0.678,0.31,0.208,0.522,0.616,0.733,0.59,0.643
0.999,0.803,0.386,0.435,0.784,0.267,0.057,0.478,0.845,0.641,0.406,0.265
0.999,0.513,0.582,0.389,0.709,0.121,0.129,0.555,0.845,0.601,0.622,0.271
0.498,0.165,0.675,0.669,0.773,0.376,0.022,0.583,0.389,0.631,0.667,0.546
0.353,0.359,0.636,0.679,0.778,0.51,0.355,0.712,0.313,0.619,0.454,0.532
0.476,0.726,0.764,0.229,0.726,0.467,0.64,0.741,0.366,0.624,0.364,0.63
0.567,0.762,0.662,0.62,0.432,0.452,0.402,0.518,0.622,0.805,0.632,0.38
0.473,0.531,0.457,0.701,0.648,0.474,0.41,0.748,0.658,0.778,0.306,0.767
0.562,0.188,0.604,0.485,0.319,0.488,0.332,0.819,0.592,0.73,0.457,0.543
0.481,0.544,0.372,0.497,0.568,0.225,0.519,0.495,0.557,0.651,0.327,0.626
0.55,0.677,0.8,0.657,0.702,0.546,0.369,0.809,0.523,0.593,0.424,0.316
0.703,0.753,0.788,0.404,0.612,0.567,0.343,0.352,0.713,0.58,0.665,0.378
0.375,0.791,0.743,0.188,0.652,0.526,0.466,0.676,0.572,0.569,0.692,0.466
0.479,0.614,0.678,0.56,0.667,0.487,0.332,0.508,0.515,0.621,0.312,0.486
