0.971,0.272,0.065,0.095,0.177,0.059,0.256,0.137,0.539,0.32,0.175,0.354
0.9,0.543,0.194,0.337,0.287,0.186,0.353,0.36,0.43,0.477,0.389,0.4
1.0,0.52,0.6,0.335,0.42,0.183,0.149,0.43,0.378,0.457,0.349,0.397
0.9,0.602,0.392,0.364,0.663,0.165,0.02,0.373,0.534,0.435,0.273,0.16
1.0,0.442,0.584,0.324,0.648,0.106,0.161,0.473,0.462,0.418,0.438,0.17
0.448,0.078,0.57,0.436,0.66,0.235,0.147,0.472,0.279,0.462,0.468,0.342
0.317,0.221,0.57,0.572,0.59,0.299,0.252,0.622,0.272,0.447,0.309,0.28
0.436,0.338,0.668,0.24,0.619,0.238,0.525,0.654,0.258,0.423,0.254,0.407
0.508,0.447,0.563,0.531,0.372,0.373,0.36,0.379,0.455,0.583,0.474,0.312
0.399,0.43,0.345,0.619,0.417,0.3,0.348,0.621,0.404,0.569,0.208,0.619
0.425,0.196,0.542,0.446,0.306,0.448,0.273,0.599,0.53,0.517,0.267,0.412
0.419,0.532,0.338,0.403,0.476,0.342,0.443,0.374,0.447,0.449,0.217,0.465
0.454,0.618,0.614,0.533,0.644,0.49,0.286,0.57,0.419,0.406,0.277,0.228
0.483,0.613,0.653,0.308,0.525,0.489,0.237,0.442,0.546,0.368,0.464,0.247
0.264,0.617,0.641,0.16,0.522,0.439,0.41,0.539,0.461,0.314,0.413,0.331
0.433,0.515,0.608,0.495,0.555,0.438,0.274,0.433,0.421,0.414,0.208,0.378
