0.959,0.291,0.08,0.094,0.177,0.065,0.264,0.137,0.554,0.323,0.178,0.353
0.9,0.562,0.239,0.339,0.309,0.204,0.37,0.361,0.439,0.474,0.392,0.405
1.0,0.53,0.605,0.371,0.421,0.182,0.179,0.446,0.382,0.461,0.356,0.398
0.9,0.605,0.423,0.385,0.658,0.161,0.026,0.381,0.526,0.453,0.272,0.166
1.0,0.473,0.595,0.373,0.653,0.118,0.21,0.482,0.456,0.419,0.44,0.176
0.453,0.074,0.583,0.471,0.667,0.24,0.178,0.475,0.298,0.479,0.47,0.363
0.314,0.217,0.57,0.586,0.593,0.299,0.258,0.637,0.286,0.45,0.314,0.29
0.465,0.334,0.672,0.294,0.653,0.241,0.543,0.658,0.269,0.433,0.256,0.412
0.52,0.442,0.598,0.546,0.396,0.371,0.364,0.376,0.455,0.572,0.478,0.337
0.406,0.436,0.392,0.63,0.426,0.299,0.354,0.617,0.394,0.569,0.209,0.627
0.433,0.233,0.544,0.477,0.359,0.447,0.285,0.597,0.546,0.518,0.268,0.421
0.439,0.558,0.324,0.474,0.499,0.37,0.459,0.378,0.451,0.46,0.221,0.499
0.468,0.628,0.617,0.542,0.659,0.479,0.292,0.564,0.436,0.41,0.282,0.23
0.485,0.618,0.65,0.328,0.535,0.498,0.256,0.458,0.557,0.362,0.472,0.254
0.265,0.619,0.653,0.167,0.524,0.463,0.426,0.552,0.468,0.323,0.419,0.347
0.438,0.528,0.62,0.522,0.567,0.451,0.286,0.439,0.43,0.421,0.211,0.386
