0.972,0.182,0.018,0.086,0.173,0.044,0.231,0.124,0.474,0.305,0.138,0.31
0.998,0.516,0.031,0.332,0.24,0.19,0.269,0.418,0.408,0.59,0.484,0.513
0.9,0.56,0.647,0.16,0.326,0.291,0.066,0.385,0.375,0.531,0.432,0.467
0.999,0.616,0.286,0.16,0.648,0.224,0.004,0.35,0.731,0.484,0.312,0.145
0.999,0.313,0.526,0.062,0.573,0.089,0.025,0.439,0.711,0.45,0.497,0.132
0.464,0.129,0.509,0.365,0.595,0.22,0.026,0.521,0.327,0.478,0.518,0.267
0.27,0.272,0.531,0.51,0.644,0.306,0.248,0.555,0.217,0.453,0.334,0.331
0.291,0.578,0.627,0.094,0.421,0.207,0.495,0.66,0.228,0.457,0.287,0.403
0.408,0.572,0.425,0.428,0.255,0.384,0.353,0.455,0.47,0.638,0.534,0.167
0.323,0.426,0.301,0.587,0.482,0.396,0.357,0.663,0.544,0.656,0.252,0.591
0.356,0.107,0.499,0.329,0.189,0.335,0.245,0.735,0.506,0.597,0.33,0.433
0.334,0.385,0.317,0.228,0.311,0.189,0.411,0.427,0.451,0.478,0.25,0.372
0.389,0.51,0.659,0.545,0.607,0.443,0.326,0.695,0.389,0.49,0.372,0.241
0.551,0.676,0.726,0.238,0.535,0.431,0.187,0.262,0.498,0.431,0.535,0.274
0.314,0.684,0.649,0.129,0.584,0.197,0.24,0.545,0.429,0.344,0.533,0.321
0.414,0.473,0.551,0.384,0.497,0.336,0.236,0.406,0.387,0.453,0.243,0.35
