0.966,0.227,0.052,0.095,0.178,0.052,0.256,0.136,0.536,0.312,0.158,0.343
0.952,0.361,0.09,0.086,0.17,0.119,0.259,0.171,0.342,0.408,0.343,0.368
0.988,0.391,0.397,0.081,0.323,0.335,0.063,0.23,0.285,0.385,0.271,0.34
0.961,0.4,0.276,0.055,0.508,0.14,0.009,0.27,0.276,0.376,0.185,0.13
0.954,0.205,0.496,0.072,0.454,0.041,0.113,0.343,0.302,0.356,0.334,0.13
0.494,0.007,0.503,0.198,0.354,0.12,0.353,0.385,0.264,0.328,0.346,0.228
0.295,0.046,0.464,0.227,0.395,0.159,0.171,0.443,0.209,0.328,0.215,0.22
0.235,0.066,0.504,0.149,0.418,0.088,0.405,0.387,0.215,0.308,0.189,0.294
0.108,0.1,0.257,0.526,0.202,0.074,0.229,0.26,0.402,0.382,0.343,0.246
0.1,0.154,0.16,0.537,0.125,0.157,0.305,0.334,0.344,0.415,0.165,0.514
0.169,0.099,0.213,0.38,0.128,0.37,0.201,0.343,0.447,0.452,0.237,0.374
0.125,0.467,0.16,0.316,0.526,0.331,0.423,0.218,0.388,0.366,0.182,0.379
0.111,0.538,0.245,0.332,0.588,0.365,0.33,0.35,0.36,0.294,0.228,0.183
0.105,0.609,0.283,0.171,0.543,0.439,0.225,0.371,0.489,0.278,0.352,0.177
0.052,0.601,0.237,0.109,0.523,0.313,0.398,0.428,0.4,0.25,0.346,0.256
0.317,0.401,0.417,0.414,0.412,0.355,0.226,0.321,0.364,0.334,0.162,0.327
