0.975,0.201,0.033,0.09,0.193,0.05,0.243,0.132,0.5,0.308,0.158,0.336
0.969,0.35,0.074,0.08,0.139,0.117,0.233,0.173,0.341,0.409,0.336,0.367
0.99,0.381,0.394,0.065,0.319,0.34,0.04,0.197,0.272,0.38,0.269,0.343
0.971,0.393,0.24,0.049,0.509,0.123,0.005,0.248,0.3,0.363,0.178,0.117
0.979,0.15,0.479,0.054,0.424,0.036,0.071,0.332,0.311,0.365,0.309,0.114
0.486,0.006,0.493,0.2,0.365,0.112,0.307,0.38,0.259,0.323,0.333,0.197
0.303,0.045,0.449,0.221,0.399,0.155,0.15,0.409,0.185,0.334,0.226,0.205
0.198,0.064,0.505,0.092,0.36,0.064,0.388,0.374,0.189,0.305,0.182,0.274
0.098,0.085,0.217,0.497,0.151,0.075,0.206,0.258,0.385,0.395,0.343,0.193
0.104,0.144,0.143,0.515,0.125,0.16,0.299,0.323,0.34,0.413,0.165,0.503
0.152,0.063,0.216,0.335,0.105,0.368,0.185,0.334,0.418,0.439,0.227,0.359
0.115,0.45,0.138,0.26,0.484,0.287,0.406,0.214,0.373,0.366,0.181,0.336
0.1,0.518,0.246,0.341,0.573,0.381,0.325,0.341,0.345,0.297,0.23,0.186
0.085,0.606,0.279,0.156,0.534,0.426,0.203,0.329,0.474,0.284,0.355,0.166
0.049,0.594,0.232,0.106,0.513,0.256,0.375,0.416,0.386,0.242,0.34,0.24
0.333,0.384,0.401,0.389,0.389,0.332,0.21,0.306,0.344,0.331,0.159,0.311
