0.972,0.182,0.018,0.086,0.173,0.044,0.231,0.124,0.474,0.305,0.138,0.31
1.0,0.516,0.061,0.404,0.295,0.266,0.292,0.493,0.485,0.693,0.547,0.585
1.0,0.577,0.667,0.149,0.358,0.311,0.078,0.481,0.458,0.711,0.498,0.612
0.9,0.654,0.364,0.162,0.705,0.288,0.003,0.398,0.849,0.609,0.367,0.209
1.0,0.322,0.572,0.085,0.636,0.096,0.012,0.498,0.8,0.573,0.572,0.217
0.499,0.116,0.555,0.452,0.681,0.237,0.068,0.544,0.428,0.543,0.654,0.381
0.278,0.285,0.547,0.507,0.68,0.473,0.252,0.571,0.262,0.576,0.434,0.447
0.277,0.663,0.674,0.1,0.472,0.324,0.531,0.78,0.251,0.57,0.347,0.521
0.427,0.668,0.429,0.486,0.258,0.47,0.377,0.497,0.574,0.711,0.616,0.266
0.345,0.462,0.334,0.613,0.532,0.508,0.369,0.768,0.664,0.747,0.284,0.666
0.441,0.135,0.573,0.326,0.199,0.367,0.245,0.818,0.525,0.733,0.423,0.491
0.347,0.389,0.353,0.237,0.33,0.166,0.456,0.464,0.483,0.593,0.33,0.418
0.424,0.576,0.73,0.557,0.614,0.5,0.363,0.78,0.461,0.548,0.435,0.307
0.624,0.695,0.701,0.233,0.55,0.449,0.243,0.318,0.586,0.547,0.618,0.311
0.357,0.734,0.694,0.111,0.598,0.205,0.302,0.601,0.493,0.535,0.615,0.398
0.424,0.504,0.593,0.411,0.533,0.374,0.262,0.456,0.444,0.571,0.291,0.4
