0.971,0.272,0.065,0.095,0.177,0.059,0.256,0.137,0.539,0.32,0.175,0.354
0.906,0.599,0.121,0.502,0.312,0.258,0.377,0.508,0.527,0.743,0.561,0.689
1.0,0.663,0.744,0.324,0.668,0.315,0.168,0.516,0.587,0.728,0.58,0.643
1.0,0.794,0.389,0.401,0.781,0.264,0.031,0.467,0.846,0.623,0.401,0.259
0.999,0.48,0.582,0.33,0.698,0.106,0.1,0.547,0.845,0.6,0.612,0.264
0.497,0.308,0.66,0.645,0.77,0.359,0.016,0.578,0.388,0.621,0.672,0.522
0.353,0.359,0.629,0.651,0.768,0.517,0.341,0.705,0.305,0.621,0.456,0.52
0.448,0.731,0.748,0.21,0.7,0.467,0.614,0.737,0.355,0.606,0.363,0.622
0.556,0.757,0.624,0.606,0.406,0.45,0.397,0.516,0.609,0.811,0.628,0.352
0.461,0.531,0.453,0.693,0.641,0.469,0.398,0.745,0.649,0.774,0.303,0.756
0.543,0.182,0.601,0.452,0.31,0.48,0.317,0.819,0.611,0.734,0.455,0.532
0.456,0.516,0.369,0.442,0.538,0.215,0.503,0.494,0.55,0.639,0.326,0.587
0.538,0.652,0.796,0.66,0.688,0.543,0.362,0.809,0.508,0.583,0.423,0.313
0.702,0.748,0.783,0.365,0.602,0.555,0.319,0.35,0.706,0.58,0.664,0.366
0.371,0.786,0.74,0.179,0.648,0.487,0.44,0.662,0.562,0.567,0.693,0.45
0.473,0.6,0.669,0.539,0.654,0.476,0.316,0.504,0.504,0.615,0.31,0.475
