0.972,0.182,0.018,0.086,0.173,0.044,0.231,0.124,0.474,0.305,0.138,0.31
1.0,0.516,0.042,0.362,0.281,0.129,0.274,0.392,0.406,0.544,0.46,0.444
1.0,0.581,0.507,0.16,0.431,0.127,0.062,0.372,0.407,0.576,0.404,0.461
1.0,0.568,0.263,0.162,0.618,0.188,0.005,0.359,0.653,0.511,0.321,0.153
0.999,0.257,0.535,0.062,0.59,0.097,0.013,0.465,0.614,0.515,0.472,0.161
0.45,0.112,0.511,0.372,0.585,0.166,0.097,0.521,0.338,0.482,0.512,0.284
0.302,0.265,0.528,0.508,0.659,0.369,0.254,0.487,0.21,0.48,0.374,0.383
0.28,0.545,0.629,0.111,0.464,0.265,0.516,0.68,0.207,0.501,0.292,0.394
0.393,0.607,0.419,0.469,0.272,0.437,0.358,0.429,0.494,0.608,0.5,0.188
0.323,0.448,0.294,0.555,0.524,0.488,0.335,0.722,0.57,0.636,0.244,0.623
0.373,0.119,0.568,0.324,0.197,0.415,0.237,0.716,0.546,0.605,0.349,0.435
0.345,0.41,0.308,0.222,0.269,0.121,0.45,0.46,0.43,0.497,0.256,0.401
0.365,0.515,0.71,0.579,0.6,0.454,0.333,0.645,0.399,0.459,0.0,0.274
0.539,0.623,0.656,0.231,0.532,0.43,0.205,0.336,0.491,0.455,0.54,0.277
0.304,0.663,0.646,0.119,0.584,0.208,0.252,0.572,0.429,0.419,0.531,0.301
0.406,0.472,0.548,0.393,0.5,0.333,0.247,0.416,0.386,0.473,0.22,0.354
