0.975,0.201,0.033,0.09,0.193,0.05,0.243,0.132,0.5,0.308,0.158,0.336
0.911,0.557,0.071,0.457,0.281,0.233,0.317,0.499,0.502,0.707,0.544,0.658
1.0,0.631,0.726,0.221,0.621,0.295,0.105,0.488,0.551,0.706,0.557,0.627
1.0,0.752,0.381,0.28,0.749,0.252,0.012,0.438,0.844,0.578,0.382,0.232
0.999,0.393,0.557,0.178,0.661,0.085,0.043,0.521,0.847,0.577,0.581,0.234
0.498,0.299,0.592,0.53,0.743,0.301,0.01,0.563,0.379,0.587,0.657,0.45
0.315,0.337,0.588,0.572,0.738,0.507,0.305,0.65,0.276,0.6,0.443,0.476
0.37,0.708,0.715,0.146,0.588,0.449,0.556,0.743,0.312,0.592,0.355,0.581
0.51,0.72,0.521,0.535,0.309,0.455,0.383,0.504,0.58,0.794,0.622,0.296
0.407,0.503,0.385,0.656,0.608,0.444,0.388,0.741,0.635,0.759,0.294,0.73
0.484,0.168,0.582,0.374,0.26,0.447,0.288,0.811,0.6,0.726,0.446,0.504
0.406,0.439,0.357,0.313,0.428,0.206,0.472,0.493,0.514,0.613,0.328,0.487
0.48,0.595,0.781,0.636,0.645,0.524,0.346,0.799,0.48,0.563,0.421,0.305
0.685,0.718,0.768,0.299,0.574,0.509,0.262,0.326,0.651,0.564,0.644,0.345
0.362,0.766,0.718,0.159,0.613,0.342,0.374,0.636,0.529,0.544,0.671,0.412
0.451,0.551,0.63,0.471,0.605,0.428,0.283,0.482,0.469,0.588,0.301,0.439
