0.97,0.309,0.085,0.105,0.185,0.066,0.273,0.139,0.573,0.317,0.182,0.366
0.943,0.645,0.182,0.482,0.263,0.278,0.413,0.458,0.507,0.736,0.572,0.663
0.9,0.664,0.701,0.367,0.596,0.283,0.227,0.51,0.506,0.698,0.569,0.579
0.999,0.781,0.345,0.443,0.76,0.29,0.028,0.433,0.814,0.659,0.357,0.268
1.0,0.525,0.61,0.45,0.684,0.116,0.178,0.517,0.786,0.634,0.604,0.267
0.479,0.384,0.649,0.623,0.745,0.261,0.049,0.57,0.382,0.6,0.627,0.536
0.404,0.295,0.643,0.63,0.731,0.43,0.317,0.691,0.338,0.575,0.452,0.514
0.537,0.755,0.766,0.262,0.736,0.273,0.642,0.743,0.356,0.567,0.348,0.559
0.569,0.745,0.663,0.602,0.432,0.464,0.416,0.489,0.666,0.739,0.654,0.361
0.459,0.51,0.422,0.694,0.613,0.409,0.433,0.722,0.651,0.761,0.307,0.712
0.5,0.162,0.625,0.52,0.31,0.332,0.339,0.784,0.7,0.693,0.442,0.519
0.44,0.583,0.354,0.519,0.565,0.213,0.522,0.438,0.5,0.632,0.322,0.639
0.565,0.684,0.745,0.589,0.706,0.541,0.368,0.723,0.499,0.543,0.437,0.31
0.666,0.765,0.747,0.385,0.616,0.52,0.341,0.377,0.624,0.506,0.641,0.364
0.374,0.758,0.713,0.182,0.663,0.518,0.434,0.662,0.537,0.478,0.649,0.425
0.475,0.621,0.671,0.555,0.646,0.456,0.332,0.483,0.502,0.588,0.304,0.473
