0.972,0.182,0.018,0.086,0.173,0.044,0.231,0.124,0.474,0.305,0.138,0.31
0.9,0.487,0.094,0.259,0.189,0.149,0.268,0.334,0.394,0.432,0.372,0.359
1.0,0.495,0.589,0.173,0.346,0.166,0.054,0.322,0.298,0.425,0.3,0.373
0.9,0.488,0.304,0.15,0.62,0.14,0.004,0.323,0.54,0.359,0.241,0.113
1.0,0.272,0.535,0.072,0.596,0.082,0.028,0.442,0.461,0.385,0.394,0.116
0.449,0.068,0.5,0.251,0.62,0.154,0.107,0.461,0.241,0.398,0.453,0.229
0.246,0.189,0.511,0.431,0.546,0.299,0.203,0.508,0.185,0.412,0.293,0.207
0.279,0.338,0.613,0.089,0.394,0.221,0.459,0.637,0.153,0.408,0.24,0.327
0.393,0.433,0.382,0.397,0.239,0.356,0.336,0.361,0.388,0.546,0.445,0.182
0.331,0.376,0.272,0.562,0.377,0.295,0.317,0.595,0.391,0.564,0.187,0.545
0.344,0.096,0.507,0.318,0.161,0.432,0.221,0.593,0.432,0.481,0.247,0.372
0.334,0.428,0.269,0.205,0.318,0.234,0.417,0.362,0.385,0.39,0.217,0.335
0.345,0.541,0.58,0.47,0.581,0.446,0.275,0.549,0.379,0.385,0.275,0.214
0.442,0.584,0.614,0.206,0.503,0.389,0.165,0.376,0.459,0.352,0.449,0.226
0.247,0.588,0.619,0.112,0.501,0.205,0.335,0.487,0.403,0.299,0.383,0.28
0.393,0.432,0.524,0.359,0.471,0.332,0.226,0.387,0.354,0.374,0.192,0.312
