0.966,0.227,0.052,0.095,0.178,0.052,0.256,0.136,0.536,0.312,0.158,0.343
0.912,0.581,0.098,0.496,0.299,0.253,0.346,0.504,0.512,0.727,0.557,0.673
1.0,0.648,0.74,0.274,0.657,0.303,0.14,0.496,0.586,0.721,0.574,0.64
1.0,0.782,0.378,0.338,0.768,0.259,0.015,0.46,0.843,0.599,0.395,0.245
0.999,0.44,0.573,0.246,0.693,0.109,0.061,0.533,0.845,0.593,0.602,0.249
0.498,0.302,0.628,0.612,0.76,0.334,0.013,0.575,0.387,0.604,0.663,0.489
0.319,0.358,0.613,0.623,0.751,0.509,0.312,0.68,0.289,0.608,0.451,0.5
0.417,0.717,0.731,0.19,0.657,0.473,0.597,0.74,0.338,0.605,0.358,0.605
0.522,0.75,0.575,0.574,0.351,0.451,0.393,0.509,0.6,0.793,0.627,0.328
0.433,0.52,0.412,0.674,0.632,0.46,0.389,0.743,0.644,0.771,0.301,0.747
0.508,0.17,0.609,0.419,0.286,0.466,0.305,0.82,0.592,0.727,0.45,0.514
0.433,0.479,0.366,0.397,0.495,0.213,0.489,0.491,0.538,0.63,0.325,0.54
0.521,0.627,0.789,0.63,0.672,0.528,0.357,0.8,0.495,0.581,0.423,0.309
0.695,0.732,0.776,0.331,0.587,0.539,0.299,0.333,0.67,0.574,0.659,0.357
0.368,0.767,0.732,0.165,0.622,0.42,0.417,0.646,0.549,0.555,0.684,0.443
0.463,0.577,0.653,0.512,0.635,0.458,0.302,0.494,0.49,0.603,0.306,0.459
