0.975,0.201,0.033,0.09,0.193,0.05,0.243,0.132,0.5,0.308,0.158,0.336
0.9,0.517,0.13,0.303,0.224,0.16,0.303,0.352,0.414,0.462,0.38,0.386
1.0,0.503,0.588,0.238,0.393,0.182,0.089,0.38,0.336,0.442,0.332,0.38
0.9,0.58,0.34,0.249,0.635,0.132,0.009,0.342,0.536,0.39,0.262,0.134
1.0,0.33,0.549,0.173,0.618,0.091,0.056,0.455,0.462,0.4,0.42,0.143
0.449,0.073,0.529,0.329,0.647,0.187,0.124,0.467,0.258,0.422,0.461,0.279
0.291,0.206,0.534,0.496,0.568,0.3,0.229,0.564,0.231,0.435,0.3,0.244
0.345,0.32,0.643,0.135,0.518,0.23,0.481,0.645,0.213,0.409,0.247,0.372
0.467,0.441,0.467,0.463,0.283,0.368,0.35,0.367,0.428,0.565,0.463,0.227
0.372,0.412,0.312,0.589,0.394,0.294,0.331,0.615,0.403,0.559,0.199,0.59
0.377,0.127,0.522,0.365,0.223,0.431,0.241,0.593,0.487,0.507,0.261,0.387
0.364,0.472,0.274,0.285,0.391,0.284,0.429,0.369,0.417,0.43,0.22,0.377
0.401,0.573,0.607,0.494,0.615,0.469,0.277,0.562,0.391,0.393,0.28,0.223
0.477,0.598,0.638,0.251,0.514,0.443,0.19,0.389,0.489,0.361,0.446,0.226
0.259,0.603,0.631,0.138,0.51,0.328,0.368,0.499,0.434,0.308,0.4,0.293
0.412,0.471,0.567,0.42,0.513,0.387,0.246,0.407,0.387,0.394,0.202,0.343
