0.975,0.201,0.033,0.09,0.193,0.05,0.243,0.132,0.5,0.308,0.158,0.336
1.0,0.554,0.072,0.425,0.296,0.141,0.326,0.405,0.428,0.569,0.476,0.471
1.0,0.606,0.521,0.229,0.532,0.133,0.096,0.405,0.438,0.583,0.443,0.478
1.0,0.638,0.282,0.275,0.635,0.204,0.008,0.372,0.655,0.535,0.339,0.174
0.999,0.301,0.543,0.155,0.617,0.09,0.047,0.474,0.622,0.532,0.509,0.189
0.45,0.119,0.552,0.469,0.619,0.201,0.11,0.528,0.336,0.499,0.517,0.331
0.343,0.3,0.569,0.558,0.697,0.365,0.27,0.546,0.249,0.499,0.389,0.42
0.338,0.559,0.66,0.164,0.565,0.277,0.547,0.705,0.263,0.516,0.303,0.431
0.466,0.671,0.507,0.538,0.315,0.435,0.373,0.443,0.54,0.646,0.526,0.218
0.377,0.487,0.336,0.588,0.549,0.515,0.357,0.729,0.581,0.63,0.252,0.664
0.409,0.14,0.587,0.37,0.255,0.408,0.266,0.717,0.591,0.633,0.362,0.459
0.385,0.459,0.319,0.277,0.347,0.132,0.466,0.466,0.464,0.535,0.26,0.45
0.419,0.544,0.723,0.578,0.627,0.468,0.34,0.649,0.419,0.476,0.0,0.283
0.563,0.637,0.672,0.267,0.541,0.466,0.24,0.387,0.523,0.47,0.553,0.278
0.319,0.695,0.664,0.148,0.595,0.324,0.289,0.589,0.458,0.423,0.541,0.312
0.426,0.512,0.586,0.451,0.548,0.375,0.27,0.437,0.418,0.492,0.23,0.387
