0.972,0.182,0.018,0.086,0.173,0.044,0.231,0.124,0.474,0.305,0.138,0.31
0.949,0.561,0.048,0.362,0.241,0.217,0.289,0.435,0.443,0.66,0.53,0.601
0.9,0.59,0.663,0.155,0.457,0.266,0.074,0.414,0.446,0.663,0.498,0.551
0.999,0.656,0.297,0.17,0.706,0.247,0.003,0.373,0.808,0.546,0.311,0.202
1.0,0.288,0.545,0.08,0.607,0.094,0.008,0.46,0.773,0.576,0.527,0.189
0.473,0.335,0.518,0.397,0.678,0.163,0.007,0.542,0.387,0.524,0.611,0.372
0.316,0.246,0.553,0.425,0.665,0.415,0.23,0.572,0.248,0.531,0.426,0.41
0.334,0.659,0.678,0.107,0.465,0.261,0.535,0.708,0.239,0.51,0.331,0.458
0.404,0.648,0.412,0.433,0.245,0.5,0.368,0.461,0.568,0.689,0.62,0.252
0.341,0.442,0.309,0.607,0.536,0.402,0.37,0.707,0.623,0.736,0.281,0.636
0.385,0.127,0.592,0.332,0.205,0.308,0.254,0.768,0.578,0.656,0.422,0.452
0.324,0.416,0.332,0.229,0.329,0.185,0.461,0.435,0.43,0.548,0.319,0.414
0.429,0.573,0.693,0.564,0.612,0.481,0.341,0.71,0.428,0.496,0.43,0.281
0.621,0.702,0.708,0.244,0.557,0.422,0.206,0.296,0.504,0.476,0.602,0.319
0.348,0.7,0.688,0.11,0.611,0.196,0.314,0.576,0.459,0.462,0.606,0.332
0.421,0.505,0.575,0.393,0.535,0.345,0.251,0.427,0.416,0.525,0.281,0.388
